city,自然风光,历史文化,主题乐园,城市观光,美食文化,海滨休闲,休闲康养,户外运动,宗教信仰,节庆民俗,province,pinyin,abbr,latitude,longitude
广州市,白云山（南粤名山之一，由30多座山峰组成，主峰摩星岭海拔382米，可俯瞰广州全景，拥有丰富的植被和自然景观）/越秀公园（广州最大的综合性公园，内有五羊雕像、镇海楼等景点，融合自然风光与历史文化）,陈家祠（岭南建筑艺术瑰宝，集岭南传统建筑装饰工艺之大成，现为广东民间工艺博物馆）/南越王博物院（展示西汉南越国遗迹与文物的遗址博物馆，包含第二代南越王赵眜的陵墓原址）/黄埔军校旧址（中国近代军事家的摇篮，孙中山于1924年创办的著名军事学校原址）/沙湾古镇（保存完好的岭南文化古镇，以传统音乐‘广东音乐’和沙湾姜撞奶闻名）,长隆欢乐世界（大型主题游乐园，拥有垂直过山车、十环过山车等多项世界级机动设施）/长隆野生动物世界（亚洲最大野生动物主题公园，可自驾游览五大洲动物栖息地，拥有大熊猫等珍稀动物）,广州塔（广州地标建筑，昵称‘小蛮腰’，总高600米，拥有世界最高的横向摩天轮和极速云霄项目）/沙面岛（历史悠久的欧陆风情建筑群，曾为英法租界，现为广州最具异国情调的露天建筑博物馆）/北京路步行街（千年古道与现代商业融合的繁华街区，地下保留有宋代至明清时期的路面遗址）/珠江夜游（乘船观赏珠江两岸灯光璀璨的夜景，途经广州塔、海心沙等标志性建筑）/海心沙亚运公园（2010年亚运会开闭幕式举办地，现代城市公园，与广州塔隔江相望）,上下九步行街（西关美食集中地，汇聚广州老字号茶楼和地道小吃如布拉肠粉、双皮奶等）,,从化温泉（闻名遐迩的温泉度假区，泉水富含矿物质，周边环境清幽，适合疗养度假）,火炉山森林公园（以火山地貌和原始森林为特色的徒步胜地，山顶可远眺珠江新城天际线）,光孝寺（广州历史最悠久的佛教寺院，始建于东晋，禅宗六祖惠能曾在此受戒）,岭南印象园（展示岭南乡土风情和民俗文化的主题景区，有传统建筑、手工艺表演和节庆活动）,广东省,guangzhoushi,gzs,23.12911,113.264385
深圳市,梧桐山（罗湖区）/大鹏半岛国家地质公园（大鹏新区）/深圳湾公园（南山区）/仙湖植物园（罗湖区）,大鹏所城（大鹏新区）/南头古城（南山区）/深圳博物馆（福田区）,东部华侨城（盐田区）/世界之窗（南山区）/欢乐谷（南山区）,中英街（盐田区）/地王大厦（罗湖区）/华强北步行街（福田区）/海上世界（南山区）,东门老街（罗湖区）,大梅沙海滨公园（盐田区）/小梅沙度假村（盐田区）/西涌海滩（大鹏新区）,观澜湖休闲旅游区（龙华区）,,弘法寺（罗湖区）,锦绣中华民俗村（南山区）,广东省,shenzhenshi,szs,22.543527,114.057939
珠海市,淇澳岛（红树林湿地保护区）/石景山公园（奇石景观）/白莲洞公园（天然岩洞和湖泊）,圆明新园（仿建北京圆明园部分景观）/梅溪牌坊（清朝御赐牌坊群）,珠海长隆海洋王国（全球最大的海洋主题乐园之一）,情侣路（沿海浪漫道路）/珠海渔女（地标性雕塑）/野狸岛（市区最近岛屿）/珠海大剧院（日月贝，海岛歌剧院）,湾仔海鲜街（现买现做的海鲜美食街）,外伶仃岛（清澈海水和细腻沙滩）/东澳岛（原始生态海岛）/桂山岛（文天祥文化特色海岛）,御温泉（日式露天温泉度假村）,珠海国际赛车场（中国首个永久性国际赛车场）,,,广东省,zhuhaishi,zhs,22.270978,113.576677
佛山市,西樵山（广东四大名山之一，拥有火山地貌和丰富的植被，南海观音文化苑坐落于此）/三水荷花世界（全球规模最大的荷花主题公园，夏季荷花盛开时景色壮观）/顺峰山公园（以亚洲最大牌坊闻名的城市公园，兼具山水景观与休闲功能）,清晖园（岭南四大名园之一，典型的清代园林建筑，融合了江南园林与岭南特色）/南风古灶（世界现存最古老的柴烧龙窑，展示了佛山悠久的陶瓷文化）/佛山祖庙（集岭南古建筑艺术与道教文化于一体的千年古庙，内有黄飞鸿纪念馆）/逢简水乡（岭南特色水乡古镇，保留大量明清古建筑，可体验游船和传统美食）/佛山梁园（岭南四大名园之一，以精巧的园林布局和文人雅士文化著称）,长鹿旅游休博园（综合性主题乐园，包含动物园、机动游戏和表演秀等娱乐项目）/顺德华侨城欢乐海岸PLUS（大型文旅综合体，包含主题乐园、商业街区和水上乐园）/南海影视城（中央电视台影视拍摄基地，复原了明清皇宫和岭南水乡场景）,岭南天地（融合历史建筑与现代商业的步行街区，展现岭南文化风情）/千灯湖（城市中心的人工湖公园，以灯光夜景闻名，现代都市休闲地标）/佛山创意产业园（由旧厂房改造的文创街区，汇集特色餐饮、艺术展览和创意店铺）,,,美的鹭湖森林度假区（集温泉、高尔夫、房车营地于一体的生态度假胜地）,,,,广东省,foshanshi,fss,23.021478,113.121435
东莞市,松山湖（东莞市松山湖科技产业园区，以湖泊和生态绿地为主，湖光山色相映成趣，适合骑行和徒步。）/观音山国家森林公园（东莞市樟木头镇，森林覆盖率高，空气清新，内有观音像和佛教文化景点。）/东莞植物园（东莞市南城区绿色路，植物种类丰富，适合家庭游玩和科普教育。）/东莞水濂山森林公园（东莞市南城区水濂山路，山清水秀，瀑布和湖泊点缀其间，适合登山和休闲。）/东莞麻涌华阳湖湿地公园（东莞市麻涌镇，湿地生态景观丰富，是观鸟和亲近自然的好去处。）,可园（东莞市莞城区可园路32号，清代岭南园林的代表作，建筑精巧，文化底蕴深厚。）/虎门威远炮台（东莞市虎门镇威远岛，中国近代史的重要遗址，见证了鸦片战争的历史。）/粤晖园（东莞市道滘镇粤晖路1号，岭南古典园林，集文化、艺术、建筑于一体。）/东莞展览馆（东莞市南城区元美中路1号，展示东莞历史文化和现代发展成就的综合性展馆。）/东莞蚝岗遗址博物馆（东莞市南城区胜和社区，展示新石器时代晚期至青铜时代早期文化遗址的博物馆。）,隐贤山庄（东莞市常平镇丽城隐贤山庄大道8号，集游乐设施、动物园和佛教文化于一体的综合性乐园。）/龙凤山庄影视度假村（东莞市凤岗镇官井头村，以影视拍摄和婚庆为主题的度假村，欧式建筑风格。）/香市动物园（东莞市寮步镇药勒村，集动物观赏、表演和互动体验于一体的动物园。）/东莞科技馆（东莞市南城区元美中路2号，以科技为主题的互动体验馆，适合亲子游玩。）,东莞中心广场（东莞市南城区鸿福路，城市地标，现代建筑与绿化结合，夜景尤为迷人。）/下坝坊（东莞市万江区下坝坊，文艺小清新的聚集地，充满创意和艺术氛围。）/东莞人民公园（东莞市莞城区公园路，城市中心的绿地，历史悠久，休闲设施完善。）/虎门大桥（东莞市虎门镇，连接珠江两岸的悬索桥，是东莞的标志性建筑之一。）/东莞玉兰大剧院（东莞市南城区鸿福路，现代化剧院，经常举办各类文艺演出。）,东莞美食街（东莞市东城区东城十三碗，汇聚东莞及广东各地特色美食，是品尝地道小吃的好去处。）,,,,,,广东省,dongguanshi,dgs,23.020673,113.751799
汕头市,南澳岛（广东省唯一的海岛县，拥有美丽的海滩、清澈的海水和丰富的海洋生态资源。）/礐石风景区（以奇石、幽洞、青山、碧海为特色，是汕头市著名的自然景观区。）,汕头老城区（保存了大量民国时期的骑楼建筑，展现了汕头作为近代通商口岸的历史风貌。）/陈慈黉故居（潮汕地区规模最大的近代民居建筑群，融合了中西建筑风格。）,汕头方特欢乐世界（大型主题乐园，拥有多种刺激的游乐设施和精彩的表演项目。）,小公园（汕头老城区的核心地标，周围环绕着具有历史价值的骑楼建筑。）/海滨长廊（沿汕头港湾而建的景观带，是市民休闲散步、欣赏海景的热门地点。）,汕头美食街（集中了众多潮汕特色美食，如牛肉丸、蚝烙、粿条等。）,青澳湾（南澳岛上的优质海滩，沙质细腻，海水清澈，是理想的海滨度假地。）,莲花山温泉度假村（集温泉养生、休闲度假于一体的综合性度假胜地。）,黄花山国家森林公园（拥有丰富的森林资源和登山步道，适合徒步和户外探险。）,青云岩（历史悠久的佛教圣地，山上有寺庙和摩崖石刻。）,潮阳双忠文化节（纪念民族英雄张巡、许远的传统节日，有巡游和祭祀活动。）/潮汕民俗文化村（展示潮汕传统建筑、民俗文化和手工艺的非遗体验地。）,广东省,shantoushi,sts,23.354091,116.681972
湛江市,湖光岩（世界地质公园）/硇洲岛（火山岛）/南亚热带植物园/湛江红树林国家级自然保护区,雷州古城/雷祖祠/湛江博物馆/赤坎老街,,湛江海滨公园/湛江渔港公园/湛江奥体中心,,东海岛（中国第五大岛）/湛江金沙湾/特呈岛,湛江海滨宾馆,,,,广东省,zhanjiangshi,zjs,21.270145,110.356639
肇庆市,鼎湖山（中国第一个国家级自然保护区，以森林、瀑布和湖泊著称，被誉为"北回归线上的绿宝石"）/七星岩（由七座石灰岩山峰组成，湖光山色相映成趣，素有"岭南第一奇观"之称）/星湖湿地公园（中国首个国家湿地公园，以湖泊、沼泽和鸟类栖息地为主要特色，是观鸟胜地）/九龙湖（以九条山溪汇聚而成的湖泊，周围群山环绕，风景秀丽）/羚羊峡（西江上的峡谷，以险峻的山势和清澈的江水著称，适合徒步和观光）/盘龙峡（以瀑布群和原始森林为主要特色，被誉为"亚洲罕见、广东第一"的瀑布群）/广宁竹海（中国最大的竹海之一，竹林连绵起伏，空气清新，是避暑胜地）/怀集燕岩（以喀斯特溶洞和燕子栖息地闻名，洞内钟乳石千姿百态）/封开龙山（以丹霞地貌和溶洞景观著称，被誉为"岭南奇境"),肇庆古城墙（始建于宋代，保存完好的古城墙，见证了肇庆的历史变迁）/梅庵（始建于唐代的佛教寺庙，以六祖惠能在此植梅而得名，是岭南佛教文化的重要遗址）/阅江楼（明代建筑，曾是两广总督府，现为肇庆市博物馆，展示肇庆历史文化）/包公祠（为纪念宋代名臣包拯而建，展示了包公在肇庆的廉政事迹）/肇庆市博物馆（综合性博物馆，收藏了大量肇庆历史文物和民俗展品）/高要八卦村（始建于明代的古村落，以八卦形布局闻名，展现了岭南传统建筑风格）,,星湖绿道（环绕星湖的休闲绿道，适合骑行和散步，沿途可欣赏湖光山色）/牌坊广场（肇庆市中心广场，以巨型牌坊为标志，是市民休闲和举办活动的场所）,肇庆裹蒸粽（肇庆传统美食，以糯米、绿豆和猪肉为馅料，用柊叶包裹蒸制而成）,,,,六祖寺（佛教禅宗六祖惠能曾在此弘法，是岭南重要的佛教圣地之一）/悦城龙母祖庙（供奉龙母的古老庙宇，香火旺盛，是岭南地区重要的民间信仰中心）,,广东省,zhaoqingshi,zqs,23.047191,112.465091
惠州市,罗浮山（岭南第一山，道教名山，拥有丰富的自然景观和宗教文化）/惠州西湖（以湖光山色著称，有“苎萝西子”之美誉，是城市中的天然氧吧）/南昆山国家森林公园（北回归线上的绿洲，森林覆盖率高，是避暑胜地）/惠州植物园（集科研、科普、旅游功能于一体的大型植物园）/永记生态园（以生态农业观光为主题的综合性旅游景区）/惠州大亚湾红树林城市湿地公园（保护完好的红树林生态系统，是观鸟和生态教育的好去处）,惠州古城（具有1300多年历史的古城，保存有大量明清时期的古建筑）/东坡祠（为纪念北宋文学家苏东坡而建，展示其与惠州的历史渊源）/惠州博物馆（展示惠州历史文化和民俗风情的重要场所）/朝京门（惠州古城七大城门之一，具有重要的历史价值）,惠州科技馆（展示现代科技成就，适合亲子科普教育）,惠州商业步行街（惠州最繁华的商业中心之一，集购物、餐饮、娱乐于一体）,惠州水东街（历史悠久的骑楼街区，汇聚了众多惠州传统美食）,巽寮湾（粤东数百公里海岸线中海水最洁净的海湾之一，沙滩细腻洁白）/双月湾（由大亚湾和红海湾相邻的两个半月形海湾组成，景色壮观）,惠州海滨温泉旅游度假区（集温泉养生、海滨度假于一体的综合性旅游区）/惠州龙门温泉（富含多种矿物质的天然温泉，具有较高疗养价值）,惠州高榜山（市区内的登山好去处，可俯瞰惠州全景）,惠州元妙观（惠州著名的道教宫观，始建于唐代，历史悠久）/惠州华首古寺（罗浮山著名佛教寺庙，环境清幽，香火鼎盛）,惠州龙门农民画村（以农民画闻名，展示了独特的民间艺术和客家文化）,广东省,huizhoushi,hzs,23.112381,114.415612
梅州市,雁南飞茶田景区（梅县区雁洋镇，以茶田风光为主，融合客家文化，可体验采茶制茶过程）/五指石（平远县差干镇，丹霞地貌景观，五座巨石形似手指，以险峰和栈道闻名）/铜鼓嶂（丰顺县砂田镇，粤东第一高峰，云海日出和杜鹃花海为特色景观）/龙归寨瀑布（丰顺县汤坑镇，粤东最大瀑布，落差125米，气势磅礴如银河倾泻）/阴那山（梅县区雁洋镇，广东四大名山之一，以日出云海和星空观测胜地著称）,桥溪古韵（梅县区雁洋镇，保存完好的客家古村落，明清建筑群与山水相映成趣）/叶剑英纪念园（梅县区雁洋镇，展示叶剑英元帅生平事迹的红色旅游景区，含故居和纪念馆）/客家博物馆（梅江区东山大道，中国首个全面展示客家文化的专题博物馆，收藏丰富文物）/百侯古镇（大埔县百侯镇，千年客家古镇，以三十六巷迷宫布局和中西合璧建筑著称）/松口古镇（梅县区松口镇，历史上客家移民出海第一站，保留南洋风格骑楼和火船码头遗址）/三河坝战役纪念园（大埔县三河镇，南昌起义部队阻击战遗址，含纪念馆和烈士纪念碑）,,客天下旅游产业园（梅江区三角镇，集客家文化展示、休闲娱乐于一体的城市综合体，夜景灯光秀为亮点）/梅江夜游（梅江区梅江河段，乘船欣赏两岸灯光工程，感受客家风情与现代都市的融合）/麓湖山文化产业园（梅县区南口镇，高尔夫球场与客家文化结合，可俯瞰梅州城区全景）,中国客家小吃城（梅江区嘉应中路，集中展示客家腌面、酿豆腐、盐焗鸡等百余种传统小吃）/客家娘酒文化体验馆（梅县区丙村镇，展示客家娘酒酿造工艺，提供品鉴和DIY体验）,,鹿湖温泉度假村（丰顺县留隍镇，含天然温泉泡池和康养设施，周边为原始次生林环境）/南寿峰健康产业园（平远县石正镇，依托南药种植基地，提供中医药养生体验和森林浴场）,,灵光寺（梅县区雁洋镇，千年古刹，以'生死树'奇观和唐代建筑风格闻名）/千佛塔（梅江区东山岭，宋代铁塔，塔身铸有千尊佛像，为岭南罕见佛教文物）,,广东省,meizhoushi,mzs,24.288578,116.122523
